loan_number,condition,depth
PE-L1055,Que se haya elaborado la Guía sobre participación ciudadana en las Actividades de Hidrocarburos;,Low
PE-L1055,Que se haya aprobado el Protocolo de intervención en casos mineros y energéticos;,High
PE-L1055,Que se esté implementado la capacitación y asistencia técnica a los Gobiernos Regionales y Locales para la ejecución de: (i) recursos ordinarios; y (ii) proyectos de inversión pública financiados con canon y regalías provenientes de la explotac,Medium
PE-L1055,Que se esté implementado el sistema de indicadores para la determinación de ranking de la ejecución de Gobiernos Locales,Medium
PE-L1054,Que se hayan formulado los diagnósticos socioeconómicos y energéticos para la Nueva Matriz Energética Sostenible (NUMES);,Low
PE-L1054,Que se haya aprobado la Política Energética Nacional 2010-2040;,Medium
PE-L1054,"Que se encuentren en ejecución, adjudicados o en proceso para concurso proyectos específicos para suministro de gas a mercados fuera de Lima;",High
PE-L1054,"Que se encuentre en elaboración el Plan de Energías Renovables y otras Fuentes Energéticas, consistente con la NUMES y con la Política Energética Nacional; ",Low
PE-L1054,Que se haya aprobado el nuevo Reglamento de la Ley de Promoción de la Inversión para la Generación de Electricidad con el uso de Energías Renovables;,High
PE-L1054,"Que se haya formulado el plan de acción para adecuar el marco institucional para la gestión ambiental y social integrada, coordinada y eficiente; ",Medium
PE-L1054,Que se haya formulado el reglamento de protección ambiental para las actividades del sector eléctrico;,Medium
PE-L1054,Que se haya programado la capacitación a los funcionarios de la Dirección General de Asuntos Ambientales Energéticos (DGAAE) en las materias propias de su ámbito de competencia;,Medium
PE-L1054,Que se esté implementando el programa de municipios eco-eficientes;,Medium
PE-L1054,Que se hayan aprobado los Límites Máximos Permisibles (LMP) para emisiones en hidrocarburos;,Medium
PE-L1054,Que se haya elaborado el proyecto de Decreto Supremo correspondiente a los LMP para emisiones en electricidad;,Medium
PE-L1054,Que se esté elaborando el análisis de alternativas como parte del Plan Nacional de Energía para mitigar y/o reducir las emisiones de Gases de Efecto Invernadero en el sector de energía;,Low
PE-L1054,"Que se haya implementado la mezcla obligatoria de 7,8% de etanol con gasolina en nueve departamentos , en el marco de una estrategia nacional de biocombustibles; ",High
PE-L1054,Que se encuentren en ejecución actividades consistentes con el Plan Nacional de Agroenergía;,Medium
PE-L1054,Que se encuentre en funcionamiento la Comisión Multisectorial de Bioenergía para la producción sostenible de biocombustibles;,High
PE-L1054,Que se haya evaluado la iniciativa para la promoción de inversiones en energías renovables y promoción del uso productivo de la energía;,High
PE-L1054,Que se encuentren en elaboración los reglamentos técnicos de estándares mínimos y de etiqueta;,Low
PE-L1054,"Que se haya aprobado y se encuentre en implementación, el Plan Referencial de Uso Eficiente de Energía; y",High
PE-L1054,Que se haya incorporado la Dirección General de Eficiencia Energética en el Reglamento de Organización y Funciones del Ministerio de Energía y Minas y se haya designado a su titular.,High
PE-L1054,"Que se estén analizando las medidas para reducir la vulnerabilidad de la producción de hidroenergía, de la infraestructura y sistemas de transmisión frente a los riegos climáticos futuros con base en escenarios de cambio climático y estimación ",Low
PE-L1054,"Que se encuentre en ejecución la Evaluación Ambiental Estratégica (EAE) sobre los potenciales impactos socio-ambientales del desarrollo de las principales fuentes de energía primaria en el Perú, como insumo al proceso de decisión en el cambio d",Low
PE-L1054,"Que se hayan aprobado los mecanismos, procedimientos y mejores prácticas de gestión social; ",Medium
PE-L1054,Que se haya aprobado el Reglamento de Consulta para actividades de hidrocarburos;,Medium
PE-L1054,Que se haya implementado el reporte periódico de información sobre la aplicación del protocolo de intervención en casos mineros y energéticos;,Low
PE-L1054,Que se esté ejecutando la capacitación y asistencia técnica a Gobiernos Regionales y Locales para la ejecución de: (i) recursos ordinarios; y (ii) proyectos de inversión pública financiados con canon y regalías provenientes de la explotación en,Medium
PE-L1054,Que se encuentre en operación el sistema de indicadores para la evaluación de la ejecución presupuestal de los Gobiernos Locales.,Medium
PE-L1121,"Que la Nueva Matriz Energetica Sostenible (NUMES) publicada, se aplique como soporte en la formulacion de planes sectoriales;",Low
PE-L1121,Que se haya formulado el Plan Energetico Nacional y los Planes Indicativos;,Medium
PE-L1121,Que se haya efectuado una evaluacion de resultado de las modificaciones en el marco regulatorio para el desarrollo de la hidroenergia y la utilizacion de cicIo combinado para la generacion termica con gas natural;,Medium
PE-L1121,"Que se hayan formulado el Plan Indicativo de Energias Renovables y Eficiencia Energetica, atendiendo aspectos relativos a Energias Renovables, y el Plan Indicativo de Biocombustibles e Hidrocarburos, de manera consistente con NUMES y la Politic",Medium
PE-L1121,Que se haya implementado la mezcIa obligatoria de 5% de biodiesel con diesel en el marco de una estrategia nacional de biocombustibles;,High
PE-L1121,Que se encuentre en ejecucion el Plan Nacional de Agroenergia;,High
PE-L1121,Que se encuentre en funcionamiento la Comision Multisectorial de Bioenergia para la produccion sostenible de biocombustibles;,High
PE-L1121,Que se hayan formulado los lineamientos generales de estandares minimos y de etiqueta de Eficiencia Energetica;,Low
PE-L1121,"Que se haya formulado el Plan Indicativo de Energias Renovables y Eficiencia Energetica, atendiendo aspectos relativos a Eficiencia Energetica, consistente con NUMES y la Politica Nacional de Energia; y",Medium
PE-L1121,Que se haya publicado la evaluaci6n de resultados de eficiencia energetica y energia renovables no convencionales.,Low
PE-L1121,"Que la Presidencia del Consejo de Ministros haya revisado una propuesta de matriz de competencias ambientales integrales, incluyendo temas energeticos;",Medium
PE-L1121,Que se haya elaborado un reporte de indicadores de desempefio ambiental;,Medium
PE-L1121,Que se encuentre en elaboraci6n la actualizaci6n del Reglamento de Protecci6n Ambiental para las actividades del sector electrico;,Medium
PE-L1121,Que se hayan formulado las guias ambientales para la elaboraci6n de estudios de impacto ambiental de las actividades de hidrocarburos;,Medium
PE-L1121,"Que se hayan implementado los Limites Mliximos Permisibles (LMP) para efluentes y emisiones en hidrocarburos, y que se encuentren en revisi6n los LMP de electricidad;",High
PE-L1121,Que el Plan Nacional de Energia contemple los impactos de las emisiones de Gases de Efecto Invemadero;,Medium
PE-L1121,"Que el Plan Indicativo de Electricidad considere la vulnerabilidad de la producci6n de hidroenergia, de la infraestructura y de los sistemas de transmisi6n frente a los riesgos climaticos futuros con base en escenarios de cambia climatico;",Medium
PE-L1121,Que se hayan aplicado las recomendaciones de la Evaluaci6n Ambiental Estrategica de NUMES;,High
PE-L1121,"Que se encuentren en implementaci6n mecamsmos, procedimientos y mejores practicas de gesti6n social; y",Medium
PE-L1121,"Que se encuentre en implementaci6n la capacitaci6n a Gobiemos Regionales y Locales para la ejecuci6n de: (i) recursos ordinarios, y (ii) proyectos de inversi6n publica financiados con canon y regalias provenientes de la explotaci6n energetica.",High
PE-L1072,"Que se hayan formulado nuevas reglas de operación para JUNTOS, incluyendo los siguientes aspectos de rediseño: (i) definición clara de responsabilidades de actores y comités involucrados en los diferentes niveles de administración y entre secto",Medium
PE-L1072,Que se haya diseñado una estrategia de comunicación del Programa JUNTOS; y,Low
PE-L1072,Que se haya realizado el diseño metodológico para una evaluación rigurosa de impacto de JUNTOS y para el levantamiento de la línea de base.,Low
PE-L1072,Que se haya estimado el presupuesto del SIS (un escenario con recursos humanos más capita variable; otro sin recursos humanos) requerido que pennita dimensionarlo en base de una fórmula que contemple el número de asegurados meta y el costo de l,Low
PE-L1072,Que se haya formulado el Nuevo Reglamento de Organización y Funciones (ROF) que refleje una reforma de la estructura orgánica y los procesos operativos del SIS acorde con su nuevo papel de administrador de recursos de aseguramiento bajo la Ley ,Medium
PE-L1072,"Que se hayan formulado nuevas reglas de operación del Programa Construyendo Peni, basadas principalmente en una evaluación de procesos y marco lógico realizada por el Programa Presupuesto por Resultados del Ministerio de Economía y Finanzas, y ",Medium
PE-L1072,Que el Presupuesto General de la Nación 2010 consigne recursos para el Programa PROJOVEN; y,Medium
PE-L1072,"Que se elaboren y aprueben una serie de indicadores de empleo basados en las fuentes de información laboral existentes (encuestas de hogares, encuestas de empresas y registros administrativos) producidas por las instituciones públicas (INEI, MT",Low
PE-L1072,Que se haya diseñado un plan de fortalecimiento de la Unidad Central de Focalización;,Low
PE-L1072,Que se haya diseñado la estrategia de actualización pennanente del Padrón General de Hogares (empadronamiento en zonas urbanas y rurales);,Low
PE-L1072,Que se haya realizado la planificación para la recertificación de hogares en zonas urbanas y rurales del Padrón General de Hogares; y,Low
PE-L1072,"Que se hayan alcanzado acuerdos con PRONAA-PIN y JUNTOS en el marco del Programa de Presupuesto por Resultados sobre medidas y cronograma de alineación de la focalización de estos programas con los instrumentos de focalización, umbrales, y proc",Low
PE-L1078,"Implementación de un piloto de las Nuevas Reglas de Operación del Programa JUNTOS aplicando los principales procesos (recertificación/ focalización, afiliación, verificación de corresponsabilidades, transferencia monetaria), y con énfasis ¦ en ",Medium
PE-L1078,Implementación de un piloto del esquema de pago diferenciado y del sistema de información requerido para manejar los datos correspondientes.,Medium
PE-L1078,Implementación de un piloto de la estrategia de comunicación del Programa JUNTOS.,Medium
PE-L1078,Inicio del levantamiento de la línea de base para el desarrollo de la evaluación de impacto del Programa JUNTOS.,Low
PE-L1078,Formulación de la propuesta de presupuesto del SIS para 2011 utilizando la nueva metodología de cálculo de presupuesto en base de población asegurada y el costo del paquete de los servicios a entregarse.,Medium
PE-L1078,Formulación de una norma legal estableciendo la reestructuración del SIS y el plazo para efectuarla y desarrollo de insumos requeridos para la finalización de los documentos normativos técnicos de gestión institucional (Reglamento de Organizaci,High
PE-L1078,Preparación de la propuesta para el diseño de la evaluación del desempeño e impacto de la aplicación de los nuevos procesos del SIS establecidos en el ROF en los ámbitos piloto del aseguramiento universal.,Low
PE-L1078,Propuesta de alternativas para crear mecanismos de control para el uso adecuado de los recursos de las transferencias del presupuesto nacional en el sector salud por parte de los gobiernos regionales (prioridades Presupuesto por Resultados).,Low
PE-L1078,Inclusión del Programa Construyendo Perú dentro de las intervenciones públicas a ser evaluadas en el 2010 en el. marco del Presupuesto por Resultados.,Medium
PE-L1078,Propuesta de nuevas reglas de operación y evaluación de procesos y tres estudios cualitativos realizados por el Programa Projoven.,Low
PE-L1078,Realización del diseño para la evaluación de impacto del programa Projoven y análisis de la línea de base en coordinación con el programa.,Low
PE-L1078,Inicio del diseño del sistema de información laboral.,Low
PE-L1078,Inicio del proceso para el diseño conceptual y funcional del Servicio Nacional de Empleo del Perú (SENEP).,Low
PE-L1078,"Formulación de las Políticas Nacionales de Empleo, que consideran componentes de empleabilidad, equidad y emprendimiento, por el Ministerio de Trabajo y Promoción de Empleo (MTPE) y enviadas a la Presidencia del Consejo de Ministros para su apr",Medium
PE-L1078,Asignación de recursos en el presupuesto general del Estado que permita el adecuado funcionamiento de la Unidad Central de Focalización dentro de la Dirección General de Asuntos Económicos y Sociales (DGAES) del MEF.,Medium
PE-L1078,Implementación de la estrategia de actualización permanente del Padrón General de Hogares (empadronamiento en zonas urbanas y rurales).,Medium
PE-L1078,"Recertificación de hogares en zonas urbanas y rurales del Padrón General de Hogares en proceso, conforme a la estrategia definida.",Medium
PE-L1078,Acuerdos con el SIS y el Registro Nacional de Identificación y Estado Civil (RENIEC) sobre medidas de alineación con el SISFOH.,Medium
PE-L1078,"Actualización, documentación y aprobación de Instrumentos (algoritmos urbano y rural) del SISFOH.",Medium
PE-L1078,"Actualización de estándares y procesos (manuales, material de capacitación, sustento técnico de los algoritmos) para la aplicación operacional del SISFOH.",Medium
PE-L1078,"Actualización de la página web del SISFOH para que opere y difunda información actualizada sobre el SISFOH, sus objetivos, su uso por parte de los programas sociales, las actividades de mantenimiento del padrón de hogares, entre otros.",Medium
PE-L1078,Establecimiento normativo de nuevas Unidades Locales de Focalización (ULF) del SISFOH.,Medium
PE-L1105,"(a) Nuevas Reglas de Operación del Programa Juntos implementadas, con énfasis en las áreas de verificación de corresponsabilidades y focalización.",High
PE-L1105,"(b) Implementación del modelo de pago diferenciado, basado en las cláusulas temporales establecidas para la implementación gradual.",Medium
PE-L1105,(c) Implementación de actividades de comunicación del Programa Juntos de acuerdo a la estrategia adoptada.,Medium
PE-L1105,(d) Recomendaciones formuladas para el rediseño del Programa a partir de la implementación de evaluaciones de impacto y operativas.,Medium
PE-L1105,(a) Formulación del presupuesto del SIS 2013 utilizando la nueva metodología de cálculo de presupuesto en base de población asegurada y el costo per cápita del paquete de servicios a entregarse.,Medium
PE-L1105,(b) Procesos de operación internos del SIS implementados bajo nuevo Reglamento de Organización y Funciones (ROF) y Manual de Organización y Funciones (MOF).,Medium
PE-L1105,(c) Evaluación de desempeño e impacto de los nuevos procesos de operación internos del SIS realizada y recomendaciones aceptadas por el SIS para seguir mejorando su operatividad.,Medium
PE-L1105,"(d) Mejora de las transferencias regionales a través de la aplicación de convenios de gestión, en el marco del aseguramiento universal en salud, con regiones y proveedores de servicios.",High
PE-L1105,"(a) Evaluación de impacto del programa Construyendo Perú realizada y nuevas Reglas de Operación para el componente urbano de Trabaja Perú (ex Construyendo Perú) basadas en los resultados de dicha evaluación aprobadas, y que consideren la integr",Medium
PE-L1105,"(b) Modificaciones a las Reglas de Operación para el componente urbano de Jóvenes a la obra (ex - Projoven), de conformidad con el MTPE, que sean consistentes con las Políticas Nacionales de Empleo 2012-2015 y el Plan de Empleo Juvenil 2009-201",Medium
PE-L1105,"(c) Propuesta de diseño del sistema de información laboral, que contenga una conceptualización y organización del sistema y la ruta crítica hacia su implementación, aprobada conjuntamente por el MTPE y el INEI.",Medium
PE-L1105,"(d) Implementación por el MTPE de la Ventanilla Única de Promoción del Empleo, VUPE (ex SENEP) en Lima y al menos cuatro regiones y diseño terminado de la evaluación de impacto de los servicios de intermediación laboral y asesoría en búsqueda d",Medium
PE-L1105,"(e) Al menos veinte políticas regionales de capacitación laboral formuladas y propuesta de sistema de capacitación laboral, que contenga las opciones de política correspondientes y las recomendaciones de un plan de acción, con la conformidad de",Medium
PE-L1105,(a) Presupuesto del 2013 con asignación de recursos que permita el adecuado funcionamiento de la Unidad Central de Focalización del MIDIS.,Medium
PE-L1105,"(b) Implementación, por parte del MIDIS, de la estrategia de actualización permanente del Padrón General de Hogares (empadronamiento en zonas urbanas y rurales).",Medium
PE-L1105,(c) Recertificación de hogares en zonas urbanas y rurales del Padrón General de Hogares realizada conforme a la estrategia definida por el MIDIS.,Medium
PE-L1105,"(d) Acuerdos alcanzados con programas sociales en el marco del Presupuesto por Resultados sobre medidas y cronograma de alineación de la focalización de estos programas con los instrumentos de focalización, umbrales, y procesos de empadronamien",High
PE-L1105,(e) Continuar con el establecimiento normativo de nuevas Unidades Locales de Focalización (ULF) del SISFOH.,Medium
PE-L1105,(f) Evaluación de la institucionalidad y los procesos operacionales del SISFOH realizada y recomendaciones formuladas y adoptadas.,Medium
PN-L1067,"Que se hayan aprobado las leyes de reforma tributaria que comprendan: (i) el aumento de la tasa del ITBMS de 5% a 7% y la ampliación de su base;  (ii) la ampliación de la base del impuesto a la renta, gravando dividendos y utilidades distribuid",High
PN-L1067,Que se hayan firmado tres y se hayan negociado otros nueve tratados bilaterales para evitar la doble tributación y/o de intercambio de información tributaria.,High
PN-L1067,Que se haya aprobado la ley de creación del Tribunal Administrativo Tributario (TAT) con competencia para apelaciones contra las resoluciones de la Dirección General de Ingresos (DGI) y de sus Administraciones Provinciales.,High
PN-L1067,Que el MEF haya concluido el diseño de la Unidad de Grandes Contribuyentes en la DGI.,Low
PN-L1067,Que se haya aprobado la ley que autoriza y regula el uso de impresoras fiscales.,High
PN-L1067,"Que se haya preparado un proyecto de instrumento jurídico vinculante para el Gobierno Central y términos de referencia para la contratación de una consultoría, para modernizar la programación de la inversión pública.",Low
PN-L1067,"Que haya concluido el diseño conceptual del subsistema para la formulación, seguimiento y evaluación de los planes quinquenales de inversión pública del Gobierno Central.",Low
PN-L1067,Que el MEF haya creado la Unidad de Gestión Presupuestaria en la Dirección de Presupuesto (DIPRENA) para hacer seguimiento y evaluación de la gestión presupuestaria.,Medium
PN-L1067,Que el MEF haya aprobado el proyecto de un instrumento jurídico para modernizar la Dirección de Tesorería y crear la Cuenta Única del Tesoro (CUT).,Low
PN-L1067,Que se haya firmado un convenio entre la Contraloría General de la República y la Dirección General de Tesorería (DGT) para iniciar la transferencia de funciones de pagaduría de la planilla y los servicios de descuentos a nómina.,Low
PN-L1067,Que el MEF formalice la adaptación de la estructura interna de la Dirección de Crédito Público a las mejores prácticas internacionales.,Low
PN-L1067,Que el MEF haya aprobado un programa de “creadores de mercado de la deuda pública de la República de Panamá” para el desarrollo de mercado doméstico de capitales.,Medium
PN-L1067,Que la Dirección Nacional de Contabilidad (DNC) haya diseñado y el MEF haya aprobado un nuevo Modelo de Administración Financiera Gubernamental (MAFG).,Low
PN-L1067,Que el MEF  haya aprobado las políticas de fortalecimiento de la administración financiera pública para: (i) reforzar la seguridad e infraestructura del Sistema Integrado de Administración Financiera de Panamá (SIAFPA); (ii) aumentar la cobertu,Low
Truncated,2.a Firma de al menos 9 convenios bilaterales para evitar la doble tributación y/o de intercambio de información tributaria.,High
Truncated,"2.b El MEF aprueba el diseño institucional de la subdirección de administración tributaria internacional, dentro de la DGI, para cumplir con los tratados bilaterales firmados.",Low
Truncated,3. Designación de los magistrados y el diseño de los sistemas gerenciales y operativos del TAT.,Medium
Truncated,2. Puesta en marcha por el MEF de la Unidad de Grandes Contribuyentes en la DGI.,Medium
Truncated,"3. La DGI implementa el control de facturación mediante impresoras fiscales en, al menos, 10% del volumen de ventas del comercio minorista.",Medium
Truncated,1.a. Aprobación por el MEF de una propuesta de un instrumento legal para modernizar la programación de la inversión pública. ,Low
Truncated,"1.b. El MEF crea la unidad de Seguimiento y Evaluación de la Inversión Pública dentro del Sistema Nacional de Inversión Pública (SINIP), que incluya especialmente los proyectos prioritarios de inversión.",Medium
Truncated,2.a. Aprobación por el MEF de un anexo de indicadores de gestión presupuestaria para la vigencia 2012.,Low
Truncated,3.a. Presentación al CENA de un instrumento legal para modernizar la Tesorería y crear la CUT.,Low
Truncated,3.b. Preparación por el MEF de un plan para implantar la transferencia de funciones de pagaduría de la CGR a la DGT.,Low
Truncated,El MEF aprueba y aplica un Plan de Endeudamiento Público Anual.,Medium
Truncated,"El MEF traslada los servidores institucionales del SPNF a un data center, en paralelo con el aumento de la cobertura del SIAFPA en plataforma WEB.",Medium
Truncated,1.a .El MEF incorpora formalmente el análisis del gasto tributario en el presupuesto nacional.,Medium
Truncated,1.b. El MEF presenta formalmente una metodología para la estimación de precios de transferencia.,Medium
Truncated,2. Puesta en marcha de la subdirección de administración tributaria internacional.,Medium
Truncated,"3. El TAT Implanta y pone en marcha sus sistemas gerenciales y operativos, incluyendo la publicación de sus sentencias.",Medium
Truncated,"1. La DGI aprueba los Manuales de Procedimiento de Fiscalización, e incrementa las acciones de fiscalización en al menos 100% con respecto a 2009 (436).",Medium
Truncated,2. Aumento por la DGI de la cobertura de la Unidad de Grandes Contribuyentes para que incluya a no menos de 400 contribuyentes que representen no menos del 60% de los ingresos tributarios.,Medium
Truncated,3. La DGI amplía la cobertura del control de facturación mediante impresoras fiscales al menos hasta el 30% del volumen de ventas del comercio minorista.,Medium
Truncated,1.a. Aprobación por el Consejo Económico Nacional (CENA) del instrumento legal para modernizar la programación de la inversión pública.,Medium
Truncated,"1.b. El MEF implanta la unidad de Seguimiento y Evaluación de la Inversión Pública dentro del Sistema Nacional de Inversión Pública (SINIP), que incluya especialmente los proyectos prioritarios de inversión.",Medium
Truncated,"2.a. Aprobación por el MEF del proyecto de un instrumento legal para modernizar la gestión presupuestaria para que vincule el Plan Estratégico de Gobierno, el Plan de Fiscal de Mediano Plazo y el Plan Quinquenal de Inversión Pública con un sist",Low
Truncated,2.b. Actualización por la DIPRENA del anexo de indicadores de gestión presupuestaria para la vigencia 2013.,Low
Truncated,Aprobación del instrumento legal para modernizar la Tesorería y crear la CUT.,High
Truncated,"El MEF actualiza y pone en marcha el nuevo sistema automático de registro, seguimiento y pago de la deuda pública.",Medium
Truncated,"La Dirección Nacional de Contabilidad (DNC) habilita la entrada directa al data center de nuevas instituciones del SPNF cubiertas por SIAFPA en plataforma cliente-servidor, y cobertura total del SIAFPA en plataforma WEB en el SPNF, con excepció",Medium
Truncated,"2. La Subdirección de Administración Tributaria Internacional lleva a cabo la auditoría de Precios de Transferencias en, al menos, 20 de los 50 mayores importadores y exportadores del país por monto de transacción y sujeto a acuerdo tributario.",Medium
Truncated,3. Verificación y evaluación por el MEF del funcionamiento efectivo del TAT.,Medium
Truncated,"1. La DGI implementa el Procedimiento de Control y Evaluación de Auditores e incrementa las acciones de fiscalización en, al menos, 200% respecto a las efectuadas en 2009 (436).",Medium
Truncated,2. Aumento por la DGI de la cobertura de la Unidad de Grandes Contribuyentes para que controle e identifique automáticamente al menos 95% de los morosos y de los omisos.,Medium
Truncated,"3. La DGI amplia la cobertura del control de facturación mediante Impresoras Fiscales , al menos hasta el 60% del volumen de ventas del comercio minorista.",Medium
Truncated,El MEF aplica un nuevo instrumento legal para modernizar la programación de la inversión pública.,High
Truncated,"Implantación por el MEF del nuevo proceso de gestión presupuestaria, basado en el nuevo marco legal, que vincule el Plan Estratégico de Gobierno, el Plan de Fiscal de Mediano Plazo y el Plan Quinquenal de Inversión Pública con un sistema de eva",High
Truncated,"Adopción por el MEF de un sistema automatizado para el manejo de Tesorería y CUT, que incluya la función de pagaduría.",Medium
Truncated,La DCP crea una unidad de relaciones institucionales y organiza un cronograma de diseminación de información con instituciones e inversionistas globales.,Medium
Truncated,La DNC migra base de datos del SIAFPA en data center al nuevo sistema de AFP (MAFG).,Medium
SU-L1022,a diagnostic assessment that includes an identification of the main issues and initial proposals for sector reform has been developed and presented for stakeholders consultations;,Low
SU-L1022,guidelines to draft the legal framework that will regulate the energy sector have been developed and presented for stakeholders consultations;,Low
SU-L1022,a specific office within the Ministry of Natural Resources (MNH) has been created to serve as a focal point for sector dialogue and coordination of the reform process;,High
SU-L1022,a set of basic principles to establish a new tariff structure has been identified and a proposal of a new tariff schedule based on such principles has been prepared by EBS;,Low
SU-L1022,the Energiebedrijven Suriname (EBS) has initiated the process to adopt a new mechanism to improve the economic and technical efficiency of its energy purchases through updated power purchase agreements (PPAs);,Low
SU-L1022,a decision to promote the incorporation of environmental and social sustainability principles in the sector has been adopted to support the initiation of sector assessments on environmental issues;,Low
SU-L1022,"A Program to pilot the implementation of a sustainable electrification scheme using on-grid and off-grid Renewable Energies, has been designed and endorsed by the Borrower;",Medium
SU-L1022,a review of the Expansion Plan of the Generation and Transmission System has been carried out by EBS to analyze alternatives and their technical and economic outcomes;,Low
SU-L1022,a corporate assessment of EBS has been completed to identify upgrade requirements and areas of improvement and a report has been issued with the corresponding results; and,Low
SU-L1022,"basic principles to strengthen EBS’s corporate structure to enhance its governance, transparency and accountability have been identified by EBS.",Low
SU-L1035,The first draft of a Policy document that addresses the main guidelines for sectorreform and the basic institutional structure for the power sector has been submitted to the Council of Ministers.,Low
SU-L1035,Steps towards the drafting of the legal instruments that will regulate the organization and functioning of the Electricity Sector have been taken.,Low
SU-L1035,A proposal to assign the roles and responsibilities to a sector office for the coordination of the Energy Sector’s affairs has been presented for consideration of and approval by the Council of Ministers.,Low
SU-L1035,"A tariff structure proposal, that includes a revision of the subsidy levels, has been submitted to the Council of Ministers for consideration.",Medium
SU-L1035,A revised draft model of power purchase agreements (PPAs) contract was developed by Energiebedrijven Suriname (EBS) as guideline.,Low
SU-L1035,The sector expansion plan included basic environmental and social sustainability principles.,Low
SU-L1035,The Government of Suriname has approved the financing for the implementation of the Program with Renewable Energy Technologies (RETs).,High
SU-L1035,EBS Board has approved the expansion plan.,High
SU-L1035,EBS has developed specific action plans to address fundamental technical recommendations from corporate assessment.,Low
SU-L1035,"EBS is carrying out a study to strengthen its corporate structure to enhance its governance, transparency and accountability.",Low
SU-L1035,"EBS is making public its operational statistics, preferably on the web.",Medium
SU-L1023,"that the banking and credit systems supervision act (“Act”), consistent with Basel Core Principles, has been issued; ",High
SU-L1023,"that the following regulations for the Act have been drafted and sent to the banks for consultation: (i) corporate governance, (ii) fit and proper, (iii) comprehensive risk management, and (iv) authorization processes;",Low
SU-L1023,"that the legislation against terrorism financing, consistent with the criteria of the Caribbean Financial Action Task Force (CFATF), has been issued;",High
SU-L1023,"that amendments of legislation relating to suspicious transactions and identification of clients are under preparation by the national anti-money laundering committee, with the goal of meeting the recommendations of CFATF 2009 Mutual Evaluation",Low
SU-L1023,"that the supervision enhancement plan for financial institutions designed to bring supervision up to international standards, has been approved by the CBvS;",Medium
SU-L1023,Human Resources: that the CBvS Training Institute Department has been established;,High
SU-L1023,"Business procedures, policies and systems: that the following specialized departments of the CBvS have been established: (i) budget and control, (ii) internal audit, and (iii) procurement;",High
SU-L1023,"Data Management and Dissemination: that the CBvS website has been enhanced, including: (i) access to macroeconomic, CBvS and consolidated financial institutions data on a monthly basis that meets General Data Standards of the International Mone",Medium
SU-L1023,"that an effective administrative structure in the CBvS for execution of the financial sector reform program, is in place;",Medium
SU-L1023,that the Capital Market Department in the CBvS has been established; and,Medium
SU-L1023,that a Business Plan for the strengthening of the Suriname Stock Market has been approved by the Suriname Stock Market.,Low
SU-L1034,"presentation of evidence that the following new regulations for the Banking and Credit System Supervision Act (BCSA) are being consulted with the banks: (i) liquidity risk management, (ii) operational risk, and (iii) foreign exchange risk;",Low
SU-L1034,"presentation of evidence that the following regulations for the BCSA have been drafted: (i) interest rate risk, (ii) licensing for credit institutions, (iii) corporate governance, (iv) fit and proper standards, (v) internal control systems, and",Medium
SU-L1034,"presentation of evidence that a revised version of the following existing regulations for the BCSA has been approved by the CBvS: (i) capital adequacy, (ii) classification and provisioning, (iii) insider and related party exposures and transact",High
SU-L1034,"presentation of evidence that the draft insurance supervision act, consistent with international standards (International Association of Insurance (“IAIS”) cores principles), has been prepared by the CBvS, and that said draft has been submitted",Medium
SU-L1034,"presentation of evidence that the legislation amending the Disclosure of Unusual Transactions Act and the Act on Identification Requirement for Service Providers, has been approved;",High
SU-L1034,presentation of evidence that the legislation governing Foreign Exchange Markets (cambios) has been approved;,High
SU-L1034,"presentation of evidence that the capacities of the Financial Intelligence Unit with regard to human resources, management information system (MIS), and physical facilities, have been enhanced;",Medium
SU-L1034,presentation of evidence that at least five of the Core Recommendations of the 2009 Caribbean Financial Action Task Force (CFATF) Mutual Evaluation have been fully complied with;,Medium
SU-L1034,"presentation of evidence that the 2012 targets of the financial institutions supervision enhancement plan have been implemented, as follows: (i) there is sufficient number of qualified professional supervisors that can conduct bank supervision ",Medium
SU-L1034,"presentation of evidence that at least three commercial banks have been examined using the newly developed procedures, and with the active participation of the consultant as part of the on the job training program; presentation of evidence that",Medium
SU-L1034,"presentation of evidence that in addition to the supervision staff training, the following financial sector related training courses, geared to enhance the stock of human capital in the CBvS, have been completed: (i) macroeconomic statistics, (",Low
SU-L1034,"presentation of evidence that the enhanced procurement, internal audit, and budgeting procedures have been approved and are under implementation;",Medium
SU-L1034,presentation of evidence that the electronic check clearing mechanism flow process has been designed and presented to the Governor of the CBvS for his approval;,Medium
SU-L1034,presentation of evidence that the budget of the CBvS for 2012 and 2013 have been approved;,High
SU-L1034,"presentation of evidence that the innovation, communications and technology (ICT) infrastructure has been improved, and that the staff training on the design and implementation of enhanced financial information platform for internal and externa",Medium
SU-L1034,presentation of evidence that the audited financial statements of all banks and insurance companies must be published;,Medium
SU-L1034,presentation of evidence that the CBvS website has links to the website of the supervised financial institutions;,Low
SU-L1034,"presentation of evidence that an effective administrative structure in the CBvS for the execution of the financial sector reform program (Qualified Program Manager), is in place;",Medium
SU-L1034,presentation of the following evidence to show progress in the modernization of the payment system in Suriname: (i) a completed inventory of the amount and average level of transactions at commercial banks; (ii) a completed inventory of compute,Medium
SU-L1034,presentation of evidence that a securities market supervision unit has been established in the CBvS;,Medium
